SID BETTER WORSE BAQ_dyn BAQ_static BERT_DASH_base_DASH_L2 BERT_DASH_large_DASH_L2 BLEURT BLEURT_DASH_extended COMET COMET_DASH_2R COMET_DASH_HTER COMET_DASH_MQM COMET_DASH_QE COMET_DASH_Rank CharacTER EED MEE OpenKiwi_DASH_Bert OpenKiwi_DASH_XLMR SWSS_PLUS_METEOR TER YiSi_DASH_0 YiSi_DASH_1 YiSi_DASH_2 chrF chrF_PLUS__PLUS_ esim mBERT_DASH_L2 parbleu parchrf_PLUS__PLUS_ paresim_DASH_1 prism sentBLEU
nhan_dan-zh.331 WeChat_AI.1525 zlabs-nlp.1176 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nhan_dan-zh.331 zlabs-nlp.1176 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nhan_dan-zh.340 DeepMind.381 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 0 0
nhan_dan-zh.340 DeepMind.381 THUNLP.1498 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1
nhan_dan-zh.340 DeepMind.381 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nhan_dan-zh.340 DiDi_NLP.401 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0
nhan_dan-zh.340 DiDi_NLP.401 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
nhan_dan-zh.340 DiDi_NLP.401 SJTU-NICT.320 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nhan_dan-zh.340 DiDi_NLP.401 THUNLP.1498 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0
nhan_dan-zh.340 DiDi_NLP.401 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nhan_dan-zh.340 Huoshan_Translate.919 Huawei_TSC.889 1 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0
nhan_dan-zh.340 Huoshan_Translate.919 Online-B.1605 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1
nhan_dan-zh.340 Huoshan_Translate.919 Online-G.1569 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1
nhan_dan-zh.340 Huoshan_Translate.919 Online-Z.1646 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
nhan_dan-zh.340 Huoshan_Translate.919 SJTU-NICT.320 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1
nhan_dan-zh.340 Huoshan_Translate.919 THUNLP.1498 1 0 1 0 0 1 0 1 0 0 0 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0 0 0 1 1 1
nhan_dan-zh.340 Huoshan_Translate.919 dong-nmt.1207 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
nhan_dan-zh.340 OPPO.1422 Huawei_TSC.889 1 0 0 0 0 1 0 0 1 0 0 1 1 1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0
nhan_dan-zh.340 OPPO.1422 THUNLP.1498 1 0 0 0 0 1 0 0 0 0 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0
nhan_dan-zh.340 OPPO.1422 dong-nmt.1207 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0
nhan_dan-zh.340 Online-A.1585 Huawei_TSC.889 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0
nhan_dan-zh.340 Online-A.1585 THUNLP.1498 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
nhan_dan-zh.340 Online-A.1585 dong-nmt.1207 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
nhan_dan-zh.340 Online-B.1605 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0
nhan_dan-zh.340 Online-B.1605 THUNLP.1498 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0
nhan_dan-zh.340 Online-B.1605 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nhan_dan-zh.340 Online-G.1569 Huawei_TSC.889 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
nhan_dan-zh.340 Online-G.1569 THUNLP.1498 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nhan_dan-zh.340 Online-G.1569 dong-nmt.1207 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 0
nhan_dan-zh.340 Online-Z.1646 Huawei_TSC.889 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
nhan_dan-zh.340 Online-Z.1646 THUNLP.1498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
nhan_dan-zh.340 SJTU-NICT.320 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0
nhan_dan-zh.340 SJTU-NICT.320 THUNLP.1498 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0
nhan_dan-zh.340 Tencent_Translation.1249 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0
nhan_dan-zh.340 Tencent_Translation.1249 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nhan_dan-zh.340 Tencent_Translation.1249 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
nhan_dan-zh.340 Tencent_Translation.1249 SJTU-NICT.320 1 0 1 0 0 0 0 1 0 1 1 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 1
nhan_dan-zh.340 Tencent_Translation.1249 THUNLP.1498 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nhan_dan-zh.340 Tencent_Translation.1249 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nhan_dan-zh.340 zlabs-nlp.1176 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nhan_dan-zh.340 zlabs-nlp.1176 THUNLP.1498 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
nhan_dan-zh.340 zlabs-nlp.1176 dong-nmt.1207 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0 1 0
nikkei-.108 DeepMind.381 DiDi_NLP.401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
nikkei-.108 DeepMind.381 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
nikkei-.108 Online-B.1605 DiDi_NLP.401 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0
nikkei-.108 Online-B.1605 Online-A.1585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
nikkei-.108 Online-B.1605 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1
nikkei-.108 Online-G.1569 DiDi_NLP.401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
nikkei-.108 Online-G.1569 Online-A.1585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
nikkei-.108 Online-G.1569 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0
nikkei-.108 Huawei_TSC.889 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1
nikkei-.108 Huoshan_Translate.919 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1
nikkei-.108 OPPO.1422 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1
nikkei-.108 Online-Z.1646 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nikkei-.108 THUNLP.1498 DiDi_NLP.401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1
nikkei-.108 THUNLP.1498 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 1
nikkei-.108 Tencent_Translation.1249 DiDi_NLP.401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1
nikkei-.108 Tencent_Translation.1249 Online-A.1585 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1
nikkei-.108 Tencent_Translation.1249 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1
nikkei-.108 WeChat_AI.1525 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1
nikkei-.108 dong-nmt.1207 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
nikkei-.108 zlabs-nlp.1176 SJTU-NICT.320 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nikkei-.111 DeepMind.381 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
nikkei-.111 DeepMind.381 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 DeepMind.381 THUNLP.1498 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 1 0 1 0
nikkei-.111 DiDi_NLP.401 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
nikkei-.111 DiDi_NLP.401 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
nikkei-.111 DiDi_NLP.401 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 DiDi_NLP.401 THUNLP.1498 0 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 0 1 1 0 1 1 0 0 1 1 0 0 0 1 0
nikkei-.111 Huawei_TSC.889 Online-B.1605 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
nikkei-.111 Huawei_TSC.889 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 Huoshan_Translate.919 Online-B.1605 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 1 1 0 1 0 1 1
nikkei-.111 Huoshan_Translate.919 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
nikkei-.111 Huoshan_Translate.919 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 Huoshan_Translate.919 THUNLP.1498 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 0
nikkei-.111 OPPO.1422 Online-B.1605 0 0 0 0 0 0 1 0 0 1 1 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0
nikkei-.111 OPPO.1422 Online-G.1569 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
nikkei-.111 OPPO.1422 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 OPPO.1422 THUNLP.1498 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 1 0
nikkei-.111 Online-A.1585 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
nikkei-.111 Online-A.1585 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
nikkei-.111 Online-G.1569 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nikkei-.111 Online-G.1569 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 Online-Z.1646 Online-B.1605 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nikkei-.111 Online-Z.1646 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 THUNLP.1498 Online-B.1605 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1
nikkei-.111 THUNLP.1498 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 Tencent_Translation.1249 Online-B.1605 1 1 0 0 0 0 1 0 1 1 0 0 1 0 1 0 1 0 0 1 1 0 0 0 1 1 1 1 0 1 1
nikkei-.111 Tencent_Translation.1249 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 Tencent_Translation.1249 THUNLP.1498 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1
nikkei-.111 WeChat_AI.1525 Online-B.1605 1 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1
nikkei-.111 WeChat_AI.1525 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
nikkei-.111 dong-nmt.1207 Online-B.1605 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nikkei-.111 dong-nmt.1207 SJTU-NICT.320 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1
reuters-zh.15791 Huawei_TSC.889 DeepMind.381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
reuters-zh.15791 Huawei_TSC.889 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
reuters-zh.15791 Huawei_TSC.889 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
reuters-zh.15791 Huawei_TSC.889 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15791 Huoshan_Translate.919 DeepMind.381 0 0 0 0 0 0 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1
reuters-zh.15791 Huoshan_Translate.919 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15791 Huoshan_Translate.919 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15791 Huoshan_Translate.919 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15791 WeChat_AI.1525 DeepMind.381 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1
reuters-zh.15791 WeChat_AI.1525 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15791 WeChat_AI.1525 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15799 Huawei_TSC.889 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15799 Huawei_TSC.889 THUNLP.1498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
reuters-zh.15799 Online-A.1585 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15799 Online-A.1585 THUNLP.1498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
reuters-zh.15799 Online-B.1605 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15799 Online-B.1605 THUNLP.1498 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0
reuters-zh.15799 SJTU-NICT.320 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15799 SJTU-NICT.320 THUNLP.1498 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0
reuters-zh.15799 dong-nmt.1207 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
reuters-zh.15799 dong-nmt.1207 THUNLP.1498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
tsrus.cn.2111 Huoshan_Translate.919 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 Huoshan_Translate.919 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 Huoshan_Translate.919 THUNLP.1498 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0
tsrus.cn.2111 Huoshan_Translate.919 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 OPPO.1422 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 OPPO.1422 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 OPPO.1422 THUNLP.1498 0 0 0 0 0 0 1 0 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 0
tsrus.cn.2111 OPPO.1422 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 Online-A.1585 Online-G.1569 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
tsrus.cn.2111 Online-A.1585 THUNLP.1498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0
tsrus.cn.2111 Online-B.1605 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 Online-B.1605 Online-Z.1646 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 Online-B.1605 THUNLP.1498 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 1 0 1 1 1 1 0 1
tsrus.cn.2111 Online-B.1605 dong-nmt.1207 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 WeChat_AI.1525 Online-G.1569 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
tsrus.cn.2111 WeChat_AI.1525 THUNLP.1498 1 1 0 0 0 1 1 1 1 1 1 0 1 1 0 0 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1
tsrus.cn.2112 DeepMind.381 Huawei_TSC.889 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1
tsrus.cn.2112 DiDi_NLP.401 Huawei_TSC.889 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1
tsrus.cn.2112 Huoshan_Translate.919 Huawei_TSC.889 0 1 0 1 1 0 0 1 0 0 1 0 1 0 0 0 1 1 1 0 0 0 1 1 1 0 1 0 1 1 1
tsrus.cn.2112 OPPO.1422 Huawei_TSC.889 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0
tsrus.cn.2112 Online-A.1585 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
tsrus.cn.2112 Online-A.1585 dong-nmt.1207 0 0 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0
tsrus.cn.2112 Online-B.1605 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 1 1
tsrus.cn.2112 Online-G.1569 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
tsrus.cn.2112 Online-Z.1646 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
tsrus.cn.2112 SJTU-NICT.320 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1
tsrus.cn.2112 Tencent_Translation.1249 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 1 0 0 1 1 1 0 0 1 1 1
tsrus.cn.2112 WeChat_AI.1525 Huawei_TSC.889 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1
tsrus.cn.2112 zlabs-nlp.1176 Huawei_TSC.889 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
tsrus.cn.2112 zlabs-nlp.1176 dong-nmt.1207 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 1 0
tsrus.cn.2113 Online-G.1569 DeepMind.381 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1
tsrus.cn.2113 Online-G.1569 Online-A.1585 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0
tsrus.cn.2113 Online-G.1569 Online-B.1605 0 1 1 1 1 0 1 1 0 1 1 0 0 0 1 1 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0
tsrus.cn.2113 Online-G.1569 dong-nmt.1207 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 1 1 1 1 1
